0pp0;Name;GraveNo;Enclosure Type;LaborAssessment;Burial No;Extra skeletal remains?;Notes on burial;Assemblage?;AnimalRemains;Lithics;HMPottery;Storage;FineVessels;DrinkingCups;Jewellery;Weapons;SpecialFinds;Imports;Grave Rank symbols;StartDate;Enddate;Chronology rating;;;;;;;;;
1607;Mound 5;1;stone circle;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-600;-400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1608;Mound 6;1;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-600;-400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1609;Mound 7;1;none;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-600;-400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1610;Mound 8;1;stone circle;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-600;-400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1611;Mound 9;1;stone circle;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;;;;;1.5 - to be filled out by Stoyan;-600;-400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1612;Mound 10;1;stone circle;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;;;;;1 - One or two status symbols (ochre, personal jewellery);-600;-400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1613;no name;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;;Y;;;;;(?) vessels;;"2 bronze rings; 1 iron ring; (?) bronze fibulae";;;;1 - One or two status symbols (ochre, personal jewellery);-425;-350;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1617;no name;1;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;;;0 - No symbols of status present;100;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1617;no name;2;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;several fragmented vessels;;1 silver earring;;;;1 - One or two status symbols (ochre, personal jewellery);75;150;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1617;Mound 1;1;Pyre platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;1 urn;2 ceramic vessels;;1 bronze chain;;;;1 - One or two status symbols (ochre, personal jewellery);100;200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1617;Mound 1;2;Pyre platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;primary grave;Y;;;;;30 ceramic vessels;;;;;;1.5 - to be filled out by Stoyan;100;200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1619;Mound 2;1;Pyre platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;5 vessels;;;;1 wooden chest;;1 - One or two status symbols (ochre, personal jewellery);200;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1619;Mound 2;2;Pyre platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;2 vessels;;;;"1 iron awl; 1 iron ""tool'";;1 - One or two status symbols (ochre, personal jewellery);200;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1620;Mound 1;1;Simple pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;ochre;;0 - No symbols of status present;-3000;-2500;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1620;Mound 1;2;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;-3000;-2500;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1620;Mound 1;3;Simple pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;primary grave;N;;;;;;;;;;;0 - No symbols of status present;-3000;-2500;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1620;Mound 1;4;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;ochre;;0 - No symbols of status present;-3000;-2500;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1621;Mound 2;1;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;secondary grave;no data;;;;;;;;;;;not available;900;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1621;Mound 2;2;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;secondary grave;no data;;;;;;;;;;;not available;900;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1621;Mound 2;3;Cist grave;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;secondary grave;no data;;;;;;;;;;;not available;900;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1624;no name;1;Pyre platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;;;2 golden earrings;;;;1 - One or two status symbols (ochre, personal jewellery);-325;-250;2 - specialist consulted on a single item;;;;;;;;;
1625;no name;1;Pyre platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;looted;Y;;;;;fragments;;;chain mail (fragments);;;not available;-300;-100;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1626;no name;1;Pyre platform;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;destroyed;Y;;;;;fragments;;;chain mail (fragments);;;not available;-300;-100;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;1;Funeral pyre in a pit;more elaboration (stone platforms, simpler cist grave, .... Stoyan, please describe an example );1;;primary burial;Y;;;;;;;;"1 chain mail; 2 iron swords; 4 iron spearheads; 1 umbo;";"""Many"" silver vessels; 6 iron briddles; 1 ""sceptre""; (?) harness applications";;2 - Several symbols of status across multiple classes of artefacts (e.g. elaborate enclosure, weapons, jewellery, or imported goods..);-300;-100;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;1;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;2;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;3;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;4;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;5;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;6;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;7;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;8;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;9;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;10;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;11;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;12;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;13;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;14;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;15;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;16;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;17;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;18;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;19;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;20;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;21;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;22;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;23;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;24;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;25;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;26;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;27;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;28;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;29;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;30;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;31;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;32;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;33;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;34;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;35;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;36;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;37;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;38;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;39;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;40;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;41;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;42;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;43;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;44;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1627;no name;45;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;no data;;;;;;;;;;;not available;1000;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
